,Adresse,Anzahl Bewertungen,Anzahl Sterne,Art der Unterkunft,Ausstattung,Gesamtnote,Hotelpersonal,Komfort,Lage,Land,Link zu Unterkunft,Name des Hotels,Ort,Preis/Leistung,Sauberkeit,Kanton
2660,"Dorfstrasse 24, 3924 Sankt Niklaus, Schweiz",NaN,,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/heimatlodge.de.html,Hotel Heimatlodge,"46.17621400,7.80207000",NaN,NaN,Wallis
2661,"Schluhmattstrasse 55, 3920 Zermatt, Schweiz", 288 ,4,Hotel,"9,7"," 9,6 ","9,7","9,7","9,5", Schweiz,https://www.booking.com/hotel/ch/firefly.de.html,Firefly Luxury Suites,"46.01707438,7.74575293","9,0","9,8",Wallis
2662,"Dorfplatz, 3905 Saas-Almagell, Schweiz", 51 ,3,Hotel,"8,7"," 9,4 ","9,8","9,2","9,5", Schweiz,https://www.booking.com/hotel/ch/portjengrat.de.html,Hotel Portjengrat,"46.09456746,7.95738190","9,3","9,8",Wallis
2663,"rue de Bellerive 12, 3965 Chippis, Schweiz", 24 ,,Hotel,"7,7"," 8,2 ","9,0","7,9","7,9", Schweiz,https://www.booking.com/hotel/ch/garni-les-berges.de.html,Hôtel les Berges,"46.28144339,7.53815398","8,1","8,3",Wallis
2664,"Wildistrasse, 3906 Saas-Fee, Schweiz", 63 ,3,Hotel,"9,2"," 9,4 ","9,8","9,2","8,8", Schweiz,https://www.booking.com/hotel/ch/erlebnishotel-etoile.de.html,Hotel Alpenlodge Etoile,"46.11399021,7.93173194","9,4","9,8",Wallis
2665,"Schluhmattstrasse 76, 3920 Zermatt, Schweiz", 187 ,3,Hotel,"8,8"," 9,3 ","9,6","9,0","9,6", Schweiz,https://www.booking.com/hotel/ch/plateau-rosa.de.html,Hotel Plateau Rosa,"46.01388917,7.74197906","8,7","9,8",Wallis
2666,"chemin de Cry d'Er, 3963 Crans-Montana, Schweiz", 118 ,4,Hotel,"9,6"," 9,6 ","9,7","9,8","9,7", Schweiz,https://www.booking.com/hotel/ch/chetzeron.de.html,Chetzeron,"46.32674980,7.46690780","8,7","9,9",Wallis
2667,"Schluhmattstrasse 68, 3920 Zermatt, Schweiz", 133 ,4,Hotel,"9,8"," 9,7 ","9,7","9,8","9,5", Schweiz,https://www.booking.com/hotel/ch/suitenhotel-zurbriggen.de.html,Suitenhotel Zurbriggen,"46.01447034,7.74208099","9,4","9,8",Wallis
2668,"Postfach 248, 3918 Wiler, Schweiz", 71 ,3,Hotel,"8,8"," 9,2 ","9,4","9,0","9,6", Schweiz,https://www.booking.com/hotel/ch/alpenhotel-zur-wildi.de.html,Alpenhotel zur Wildi,"46.41335317,7.77185619","8,7","9,6",Wallis
2669,"Furusandstrasse 7, 3905 Saas-Almagell, Schweiz", 47 ,3,Hotel,"7,8"," 8,7 ","9,4","8,1","9,1", Schweiz,https://www.booking.com/hotel/ch/olympia.de.html,Hotel Olympia,"46.09386808,7.95740336","8,5","8,9",Wallis
2670,"Wiestibodenweg 45, 3920 Zermatt, Schweiz", 23 ,5 Sterne,Aparthotel,"9,9"," 9,9 ",10,"10,0","9,7", Schweiz,https://www.booking.com/hotel/ch/alex-lodge.de.html,Alex Lodge,"46.01450946,7.74668902","9,8","10,0",Wallis
2671,"Postfach, 3987 Riederalp, Schweiz", 257 ,3,Hotel,"7,7"," 8,2 ","8,6","7,7","9,3", Schweiz,https://www.booking.com/hotel/ch/wellness-resort-alpenrose.de.html,Hotel Alpenrose,"46.37939331,8.03577483","7,7","8,5",Wallis
2672,"Bielmattweg 1, 3906 Saas-Fee, Schweiz", 70 ,3,Hotel,"8,6"," 9,3 ","9,8","8,9","9,6", Schweiz,https://www.booking.com/hotel/ch/park-saas-fee1.de.html,Park-Hotel Saas- Fee,"46.10938434,7.92856157","9,0","9,7",Wallis
2673,"Matterstrasse 23, 3920 Zermatt, Schweiz", 182 ,3,Hotel,"8,9"," 9,2 ","9,7","9,1","9,5", Schweiz,https://www.booking.com/hotel/ch/admiral.de.html,Hotel Admiral Superior,"46.02194870,7.75135338","8,6","9,5",Wallis
2674,"Oberdorfstrasse 79, 3920 Zermatt, Schweiz", 106 ,3,Hotel,"8,2"," 8,8 ","9,3","8,4","9,1", Schweiz,https://www.booking.com/hotel/ch/alpenrose-zermatt.de.html,Alpenrose,"46.01653048,7.74345428","8,5","9,4",Wallis
2675,"Route de la Gare 25, 1937 Orsières, Schweiz", 317 ,3,Hotel,"8,5"," 8,9 ","9,5","8,6","9,0", Schweiz,https://www.booking.com/hotel/ch/terminus-orsieres.de.html,Hôtel Terminus,"46.02860480,7.14359164","8,4","9,4",Wallis
2676,"Av. Grand-Champsec 21, 1950 Sion, Schweiz", 585 ,2,Hotel,"7,4"," 7,8 ","8,4","7,5","7,8", Schweiz,https://www.booking.com/hotel/ch/sion-est.de.html,ibis Sion Est,"46.23113633,7.38191396","7,2","8,3",Wallis
2677,"Steinmattstrasse 30, 3920 Zermatt, Schweiz", 237 ,4,Hotel,"9,5"," 9,5 ","9,8","9,6","9,5", Schweiz,https://www.booking.com/hotel/ch/chesa-valese.de.html,Chesa Valese,"46.01907668,7.74913251","8,8","9,8",Wallis
2678,"Rue du Village 47, 1874 Champéry, Schweiz", 260 ,4,Hotel,"9,6"," 9,5 ","9,7","9,6","9,5", Schweiz,https://www.booking.com/hotel/ch/le-national.de.html,Hôtel National Resort & Spa,"46.17887675,6.87038854","8,6","9,8",Wallis
2679,"St. Jodernstrasse 17, 3930 Visp, Schweiz", 339 ,,Hotel,"7,6"," 8,4 ","9,1","7,8","8,3", Schweiz,https://www.booking.com/hotel/ch/bildungshaus-st-jodern.de.html,Hotel & Bildungshaus St. Jodern,"46.28692456,7.88399667","8,5","9,1",Wallis
2680,"Tuftstrasse 7, 3954 Leukerbad, Schweiz", 342 ,3 Sterne,Gasthaus,"8,2"," 8,9 ","9,5","8,4","9,1", Schweiz,https://www.booking.com/hotel/ch/escher.de.html,Hotel Escher,"46.37979485,7.62980103","8,8","9,4",Wallis
2681,"Planachaux 130, 1874 Champéry, Schweiz", 66 ,,Hotel,"8,6"," 9,0 ","9,6","8,8","9,3", Schweiz,https://www.booking.com/hotel/ch/le-plain-ciel.de.html,Le Plein Ciel,"46.17486044,6.84571624","8,5","9,2",Wallis
2682,"Kirchstrasse 44, 3920 Zermatt, Schweiz", 170 ,4,Hotel,"8,5"," 8,9 ","9,3","8,8","9,3", Schweiz,https://www.booking.com/hotel/ch/beaurivage.de.html,Hotel Beau Rivage,"46.01898914,7.74785310","8,3","9,4",Wallis
2683,"Brantschenhaus 20, 3920 Zermatt, Schweiz", 114 ,4,Hotel,"8,6"," 8,8 ","9,0","8,8","9,2", Schweiz,https://www.booking.com/hotel/ch/simi.de.html,Hotel Simi,"46.02274025,7.74631888","8,2","9,2",Wallis
2684,"Lomattenstrasse 6, 3906 Saas-Fee, Schweiz", 85 ,5,Hotel,"9,7"," 9,7 ","9,9","9,9","9,5", Schweiz,https://www.booking.com/hotel/ch/the-capra-saas-fee.de.html,The Capra Saas-Fee,"46.11092074,7.92932897","8,8","10,0",Wallis
2685,"Furkastrasse 59, 3984 Fiesch, Schweiz", 31 ,3,Hotel,"6,7"," 7,6 ","8,4","6,1","9,4", Schweiz,https://www.booking.com/hotel/ch/kristall.de.html,Hotel Lodge Inn,"46.40440200,8.13553800","7,4","7,6",Wallis
2686,"Riedstrasse 35, 3920 Zermatt, Schweiz", 58 ,3,Hotel,"9,1"," 9,4 ","9,5","9,3","9,4", Schweiz,https://www.booking.com/hotel/ch/chalet-dufour.de.html,Hotel Dufour Chalet,"46.01858869,7.75022417","9,2","9,9",Wallis
2687,"Rue Principale, 3961 Saint-Luc, Schweiz", 95 ,4,Hotel,"8,9"," 9,0 ","9,3","8,8","9,1", Schweiz,https://www.booking.com/hotel/ch/bella-tola-st-luc.de.html,Hôtel Bella Tola & SPA,"46.22177122,7.59508252","8,3","9,5",Wallis
2688,"10 -12 Route de Vermala, 3963 Crans-Montana, Schweiz", 19 ,,Hotel,"8,6"," 8,8 ","9,3","8,0","9,7", Schweiz,https://www.booking.com/hotel/ch/dependance-by-valaisia-crans-montana12.de.html,Alpine Dependance by Hotel Valaisia,"46.31361400,7.48100400","8,0","9,1",Wallis
2689,"Hotel Alpfrieden, 3992 Bettmeralp, Schweiz", 90 ,3,Hotel,"7,8"," 8,2 ","8,8","7,8","9,2", Schweiz,https://www.booking.com/hotel/ch/minotel-alpfrieden.de.html,Hotel Alpfrieden,"46.39127496,8.06394909","7,3","8,4",Wallis
2690,"Rte Principale, 3961 Saint-Luc, Schweiz", 77 ,3,Hotel,"8,4"," 8,9 ","9,7","8,7","8,9", Schweiz,https://www.booking.com/hotel/ch/le-beausite.de.html,Hotel le Beausite,"46.22301084,7.59228766","8,1","9,5",Wallis
2691,"Pfolongstutz 2, 3954 Leukerbad, Schweiz", 259 ,3,Hotel,"8,8"," 9,3 ","9,7","8,9","9,7", Schweiz,https://www.booking.com/hotel/ch/viktoria.de.html,Hotel Viktoria-Leukerbad-Therme,"46.37716538,7.62555510","9,0","9,6",Wallis
2692,"Dorfstrasse 5, 3999 Oberwald, Schweiz", 415 ,,Hotel,"8,0"," 8,5 ","8,9","8,0","8,7", Schweiz,https://www.booking.com/hotel/ch/sporthotel-oberwald-oberwald.de.html,Sporthotel Oberwald,"46.53404588,8.34984675","8,2","9,0",Wallis
2693,"Rue Saint François 1, 3975 Bluche, Schweiz", 136 ,,Gasthaus,"7,3"," 8,3 ","9,0","7,9","8,9", Schweiz,https://www.booking.com/hotel/ch/le-petit-paradis-bluche-crans-montana.de.html,Le Petit Paradis,"46.30936490,7.49544120","7,7","8,8",Wallis
2694,"Av. de la Gare 60, 1870 Monthey, Schweiz", 30 ,3,Hotel,"9,0"," 9,2 ","9,4","9,0","9,0", Schweiz,https://www.booking.com/hotel/ch/de-la-gare.de.html,Hotel de la Gare,"46.25540079,6.95484728","8,7","9,2",Wallis
2695,"Aletschpromenade 25, 3987 Riederalp, Schweiz", 58 ,4,Hotel,"8,2"," 8,5 ","8,2","8,1","9,2", Schweiz,https://www.booking.com/hotel/ch/golfhotel-riederhof.de.html,Golfhotel Riederhof,"46.37788336,8.02920878","7,8","9,2",Wallis
2696,"Fiescheralp 12, 3984 Fiesch, Schweiz", 139 ,,Hotel,"7,8"," 8,7 ","9,3","8,1","9,6", Schweiz,https://www.booking.com/hotel/ch/jungfrau-fiesch.de.html,Hotel Jungfrau,"46.41194090,8.10151510","8,4","9,0",Wallis
2697,"Furkastrasse 62, 3989 Ritzingen, Schweiz", 56 ,2,Hotel,"8,3"," 8,9 ","9,3","8,6","9,0", Schweiz,https://www.booking.com/hotel/ch/weisshorn.de.html,Hotel Weisshorn,"46.45681654,8.22153524","9,1","9,4",Wallis
2698,"Spittelweg 3, 3900 Brig, Schweiz", 853 ,3,Hotel,"7,6"," 8,2 ","8,4","7,6","8,9", Schweiz,https://www.booking.com/hotel/ch/schlosshotel-art-furrer.de.html,Schlosshotel Art Furrer,"46.31406098,7.99104631","8,1","8,6",Wallis
2699,"Alpenpromenade, 3987 Riederalp, Schweiz", 63 ,3 Sterne,Gasthaus,"7,5"," 8,4 ","9,0","7,5","9,7", Schweiz,https://www.booking.com/hotel/ch/restaurant-silbersand.de.html,Hotel Restaurant Silbersand,"46.37715798,8.02677870","7,8","8,7",Wallis
2700,"Goppenstrasse 27, 3954 Leukerbad, Schweiz", 372 ,3,Hotel,"8,5"," 8,9 ","9,4","8,6","9,1", Schweiz,https://www.booking.com/hotel/ch/alex.de.html,Hotel Alex,"46.37462832,7.62828827","8,7","9,2",Wallis
2701,"106 Route de Zinal, 3961 Ayer, Schweiz", 93 ,,Hotel,"8,8"," 9,0 ","9,6","8,8","8,4", Schweiz,https://www.booking.com/hotel/ch/qi-lin-restaurant.de.html,Qi-Lin Hotel Restaurant,"46.17735012,7.60392308","8,8","9,6",Wallis
2702,"Klibenstrasse 19, 3954 Leukerbad, Schweiz", 218 ,3,Hotel,"7,3"," 7,9 ","8,7","7,7","7,7", Schweiz,https://www.booking.com/hotel/ch/regina-terme.de.html,Hotel Regina Terme,"46.38433366,7.63218820","7,5","8,5",Wallis
2703,"Rte de Fleurs des Champs 17, 3963 Crans-Montana, Schweiz", 206 ,4,Hotel,"8,7"," 8,8 ","9,2","8,7","9,0", Schweiz,https://www.booking.com/hotel/ch/art-de-vivre-crans-montana.de.html,Hotel Art de Vivre,"46.30825828,7.47268796","8,1","9,2",Wallis
2704,"Rue du Pont 9, 1958 Sion, Schweiz", 403 ,4,Hotel,"8,7"," 8,8 ","9,1","8,9","8,5", Schweiz,https://www.booking.com/hotel/ch/des-vignes.de.html,Hôtel des Vignes,"46.25362127,7.41586804","8,4","9,3",Wallis
2705,"Obere Dorfstrasse 44, 3906 Saas-Fee, Schweiz", 85 ,2,Hotel,"7,3"," 8,1 ","8,7","7,3","8,9", Schweiz,https://www.booking.com/hotel/ch/britannia.de.html,Britannia,"46.10865912,7.92648017","7,7","8,5",Wallis
2706,"Kunibergstr.14, 3954 Leukerbad, Schweiz", 205 ,2,Hotel,"8,2"," 8,5 ","8,7","8,1","8,7", Schweiz,https://www.booking.com/hotel/ch/garni-paradis.de.html,Hotel Paradis-Leukerbad-Therme,"46.38131400,7.62800127","8,3","8,8",Wallis
2707,"Route de la Moubra , 3963 Crans-Montana, Schweiz", 28 ,4 Sterne,Aparthotel,"8,1"," 8,7 ","9,3","8,7","9,3", Schweiz,https://www.booking.com/hotel/ch/aparthotel-helvetia.de.html,Aparthotel Helvetia,"46.31029448,7.48330414","7,8","9,1",Wallis
2708,"Lomatten Str. 7 , 3906 Saas-Fee, Schweiz", 172 ,4,Hotel,"8,7"," 8,9 ","9,2","8,9","8,9", Schweiz,https://www.booking.com/hotel/ch/allalin.de.html,Hotel Allalin,"46.11109136,7.92937696","8,2","9,5",Wallis
2709,"Furkastrasse 38, 3984 Fiesch, Schweiz", 39 ,,Hotel,"6,4"," 7,7 ","8,7","6,6","9,1", Schweiz,https://www.booking.com/hotel/ch/du-glacier-fiesch.de.html,Hotel du Glacier,"46.40319800,8.13433400","7,5","8,3",Wallis
2710,"Chemin du torrent 2, 1997 Nendaz, Schweiz", 43 ,3,Hotel,"7,4"," 8,0 ","8,9","7,5","8,5", Schweiz,https://www.booking.com/hotel/ch/hameau-les-cleves-nendaz.de.html,Hameau les Clèves,"46.17591222,7.28655860","7,8","8,0",Wallis
2711,"Bruchegg 1, 3914 Belalp, Schweiz", 24 ,3,Hotel,"9,2"," 9,4 ","9,8","9,1","9,6", Schweiz,https://www.booking.com/hotel/ch/pension-wellness-tigilou.de.html,Hotel Pension Wellness Tigilou,"46.37582932,7.97786325","8,6","9,8",Wallis
2712,"Route de la télécabine 8, 1997 Nendaz, Schweiz", 177 ,3 Sterne,Gasthaus,"6,0"," 7,0 ","8,0","6,1","8,3", Schweiz,https://www.booking.com/hotel/ch/mont-fort.de.html,Hôtel Mont-Fort,"46.18246750,7.29510427","6,1","7,4",Wallis
2713,"Place de la Poste 1, 1984 Evolène, Schweiz", 100 ,,Hotel,"6,2"," 7,3 ","7,8","6,7","8,3", Schweiz,https://www.booking.com/hotel/ch/des-hauderes.de.html,Hôtel des Haudères,"46.08175965,7.50913382","7,3","7,4",Wallis
2714,"20 rue de Médran, 1936 Verbier, Schweiz", 75 ,4,Hotel,"9,0"," 9,4 ","9,8","9,4","9,8", Schweiz,https://www.booking.com/hotel/ch/le-chalet-de-flore.de.html,Le Chalet de Flore,"46.09445772,7.23145142","8,6","9,8",Wallis
2715,"Kantonsstrasse 2, 3944 Unterbäch, Schweiz", 21 ,3,Hotel,"8,2"," 8,3 ","8,3","8,4","8,5", Schweiz,https://www.booking.com/hotel/ch/sporthotel-walliserhof.de.html,Sporthotel Walliserhof,"46.28743613,7.80183256","7,7","8,8",Wallis
2716,"Route des Audannes, 1972 Anzère, Schweiz", 198 ,3,Hotel,"7,7"," 8,3 ","8,9","7,7","9,3", Schweiz,https://www.booking.com/hotel/ch/zodiaque.de.html,Hotel Zodiaque,"46.29737749,7.39984989","7,7","8,4",Wallis
2717,"Talstrasse 129, 3905 Saas-Almagell, Schweiz", 110 ,3,Hotel,"8,8"," 9,3 ","9,7","8,8","9,5", Schweiz,https://www.booking.com/hotel/ch/mattmarkblick.de.html,Hotel Mattmarkblick Ski & Wanderhotel,"46.09360953,7.95730948","9,4","9,6",Wallis
2718,"Rue de l'Orzival, 3967 Vercorin, Schweiz",NaN,3,Hotel,NaN,NaN,NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/hostellerie-d-orzival.de.html,Hostellerie d'Orzival,"46.25699479,7.52769202",NaN,NaN,Wallis
2719,"Haltenstrasse 21, 3906 Saas-Fee, Schweiz", 97 ,4,Hotel,"9,8"," 9,8 ",10,"9,9","9,5", Schweiz,https://www.booking.com/hotel/ch/elite-saas-fee1.de.html,Elite Alpine Lodge - Apart & Breakfast,"46.10761032,7.92386234","9,3","10,0",Wallis
2720,"Gletscherstrasse 8, 3906 Saas-Fee, Schweiz",NaN,,Aparthotel,NaN," 9,5 ",NaN,NaN,NaN, Schweiz,https://www.booking.com/hotel/ch/apart-lodge-belmont.de.html,Apart Lodge belMont,"46.10385600,7.92593300",NaN,NaN,Wallis
2721,"Dorstrasse 41, 3944 Unterbäch, Schweiz", 41 ,,Hotel,"8,0"," 8,4 ","8,5","7,9","8,7", Schweiz,https://www.booking.com/hotel/ch/bietschhorn.de.html,Bietschhorn,"46.28468359,7.79933408","8,4","8,9",Wallis
2722,"., 3992 Bettmeralp, Schweiz", 113 ,3,Hotel,"8,5"," 9,1 ","9,7","8,8","9,6", Schweiz,https://www.booking.com/hotel/ch/ferienhotel-waldhaus.de.html,Ferienhotel Waldhaus,"46.38544009,8.05691063","8,5","9,7",Wallis
2723,"Aletschpromenade 106, 3987 Riederalp, Schweiz", 127 ,3,Hotel,"8,5"," 9,0 ","9,5","8,7","9,6", Schweiz,https://www.booking.com/hotel/ch/swiss-chalet-style-walliser-spycher.de.html,Swiss Chalet-Style Hotel Walliser Spycher,"46.37876438,8.03558409","8,4","9,5",Wallis
2724,"Schluhmattstrasse 19, 3920 Zermatt, Schweiz", 110 ,4,Hotel,"8,4"," 8,7 ","9,1","8,8","8,8", Schweiz,https://www.booking.com/hotel/ch/albana-real.de.html,Albana Real,"46.01805226,7.74771631","7,9","9,1",Wallis
2725,"Route des Zires 22, 3963 Crans-Montana, Schweiz", 75 ,3,Hotel,"8,1"," 8,8 ","9,3","8,4","9,4", Schweiz,https://www.booking.com/hotel/ch/elite-crans-montana.de.html,Hotel Elite,"46.30693536,7.47276306","8,4","9,2",Wallis
2726,"Chemin du Mont-Paisible 12, 3975 Crans-Montana, Schweiz", 257 ,3,Hotel,"8,1"," 8,5 ","8,9","8,4","8,6", Schweiz,https://www.booking.com/hotel/ch/restaurant-le-mont-paisible.de.html,Hotel Restaurant le Mont Paisible Supérieur,"46.31720292,7.50098526","8,1","8,7",Wallis
2727,"Rathausstrasse 38, 3954 Leukerbad, Schweiz", 145 ,3,Hotel,"8,2"," 8,8 ","9,3","8,2","9,5", Schweiz,https://www.booking.com/hotel/ch/walliserhof.de.html,Hotel Walliserhof,"46.37671016,7.62622029","8,6","9,2",Wallis
2728,"Place du Marché 5, 3963 Crans-Montana, Schweiz", 243 ,3,Hotel,"8,2"," 8,8 ","9,2","8,5","9,4", Schweiz,https://www.booking.com/hotel/ch/central-crans-montana.de.html,Hotel Central,"46.31230097,7.48121738","8,2","9,1",Wallis
2729,"Dorfstrasse, 3999 Oberwald, Schweiz", 491 ,3,Hotel,"8,6"," 9,1 ","9,6","8,7","9,1", Schweiz,https://www.booking.com/hotel/ch/alpenhof-oberwald.de.html,Hotel Alpenhof,"46.53097822,8.35470557","9,0","9,4",Wallis
2730,"34 Chemin da Oue, 1997 Nendaz, Schweiz", 11 ,,Aparthotel,"10,0"," 9,7 ",10,"9,8","8,9", Schweiz,https://www.booking.com/hotel/ch/telemark-guesthouse.de.html,Telemark Guesthouse,"46.18598500,7.29734000","9,5","9,8",Wallis
2731,"Vieux Morthey, 1911 Ovronnaz, Schweiz", 145 ,,Aparthotel,"8,2"," 8,3 ","8,8","7,9","8,5", Schweiz,https://www.booking.com/hotel/ch/vieux-valais-aftersky-bar.de.html,Le Vieux Valais,"46.19713636,7.17316031","7,7","8,7",Wallis
2732,"Kirchstrasse 43, 3954 Leukerbad, Schweiz", 65 ,3,Hotel,"8,5"," 8,9 ","9,2","8,7","9,5", Schweiz,https://www.booking.com/hotel/ch/de-la-croix-federale.de.html,Hotel de la Croix Fédérale,"46.37939516,7.62985468","8,4","9,2",Wallis
2733,"Metzggasse 35 / Postfach 121, 3920 Zermatt, Schweiz", 135 ,4,Hotel,"9,1"," 9,0 ","9,4","9,4","8,5", Schweiz,https://www.booking.com/hotel/ch/sonne-zermatt.de.html,Hotel Sonne,"46.01896679,7.74400949","8,2","9,5",Wallis
2734,"Riedstrasse 9, 3920 Zermatt, Schweiz", 92 ,4,Hotel,"8,9"," 9,0 ","9,6","8,8","9,1", Schweiz,https://www.booking.com/hotel/ch/rex.de.html,Hotel Rex,"46.01842292,7.74950802","8,3","9,5",Wallis
2735,"Riedstrasse 80, 3920 Zermatt, Schweiz", 195 ,3,Hotel,"8,5"," 8,8 ","9,3","8,8","8,6", Schweiz,https://www.booking.com/hotel/ch/artemis-garni.de.html,BaseCamp Hotel,"46.01870230,7.75056481","8,4","9,3",Wallis
2736,"32 Route de Corberaye, 1934 Le Châble, Schweiz", 213 ,,Hotel,"9,5"," 9,5 ","9,8","9,5","9,1", Schweiz,https://www.booking.com/hotel/ch/a-larze.de.html,A Larze,"46.07872686,7.21862406","9,3","9,9",Wallis
2737,"Hotel Feehof Garni, 3906 Saas-Fee, Schweiz", 81 ,3,Hotel,"8,9"," 9,2 ","9,7","8,8","9,4", Schweiz,https://www.booking.com/hotel/ch/feehof.de.html,Feehof,"46.10540108,7.92461336","9,0","9,7",Wallis
2738,"Platz, 3905 Saas-Almagell, Schweiz", 15 ,3 Sterne,Aparthotel,"9,3"," 9,7 ","9,7","9,7","9,8", Schweiz,https://www.booking.com/hotel/ch/apart-channa.de.html,Apart-hotel Channa,"46.09442082,7.95848000","9,7","10,0",Wallis
2739,"Furi 265, 3920 Zermatt, Schweiz", 59 ,3,Hotel,"9,6"," 9,4 ","9,8","9,2","9,2", Schweiz,https://www.booking.com/hotel/ch/silvana-zermatt.de.html,Silvana Mountain Hotel,"46.00232400,7.72931635","8,7","9,9",Wallis
2740,"Route de Plampras 10, 3961 Chandolin, Schweiz", 152 ,4,Hotel,"9,3"," 9,3 ","9,4","9,4","9,4", Schweiz,https://www.booking.com/hotel/ch/chandolin-boutique.de.html,Chandolin Boutique Hotel,"46.25166902,7.59800057","8,5","9,7",Wallis
2741,"Untere Dorfstrasse 35, 3906 Saas-Fee, Schweiz", 228 ,4,Hotel,"8,4"," 8,7 ","9,2","8,4","9,2", Schweiz,https://www.booking.com/hotel/ch/bw-metropol-grand-hotels.de.html,Hotel Metropol,"46.10810869,7.92695224","8,0","9,2",Wallis
2742,"49 Mischistrasse, 3906 Saas-Fee, Schweiz", 32 ,3,Hotel,"7,7"," 8,5 ","9,1","8,1","9,5", Schweiz,https://www.booking.com/hotel/ch/ambiente-mountain-style.de.html,Ambiente Mountain Style,"46.10417527,7.92573647","7,5","9,2",Wallis
2743,"Route du Signal 18, 1938 Champex, Schweiz", 34 ,,Hotel,"8,1"," 8,5 ","8,8","8,2","9,0", Schweiz,https://www.booking.com/hotel/ch/ba-c-lveda-re.de.html,Swiss Lodge Hotel Bélvedère,"46.02539604,7.12285548","8,0","8,9",Wallis
2744,"Bahnhofplatz, 3929 Täsch, Schweiz", 208 ,3,Hotel,"7,8"," 8,3 ","8,9","7,8","9,2", Schweiz,https://www.booking.com/hotel/ch/tascherhof.de.html,Typically Swiss Hotel Täscherhof,"46.06684788,7.77538061","7,4","8,6",Wallis
2745,"Saflischstr. 3, 3900 Brig, Schweiz", 411 ,4,Hotel,"8,4"," 8,8 ","9,2","8,5","8,9", Schweiz,https://www.booking.com/hotel/ch/ambassador-brig.de.html,Hotel Ambassador,"46.31860896,7.99159884","8,3","9,4",Wallis
2746,"Neue Kantonsstrasse, 3929 Täsch, Schweiz", 366 ,3,Hotel,"6,5"," 7,1 ","7,3","6,8","7,9", Schweiz,https://www.booking.com/hotel/ch/elite-taesch.de.html,Hotel Elite,"46.06509482,7.77592242","6,7","7,6",Wallis
2747,"Rischinustrasse 1 Postfach 7, 3914 Blatten bei Naters, Schweiz", 113 ,,Hotel,"8,8"," 9,1 ","9,7","8,8","9,4", Schweiz,https://www.booking.com/hotel/ch/blattnerhof-blatten-bei-naters.de.html,Hotel Blattnerhof,"46.35886138,7.98369324","8,5","9,5",Wallis
2748,"Rue du Pas de l'Ours no 41, 3963 Crans-Montana, Schweiz", 109 ,5,Hotel,"9,1"," 9,1 ","9,5","9,3","8,8", Schweiz,https://www.booking.com/hotel/ch/hostellerie-du-pas-de-l-ours.de.html,"Hostellerie du Pas de l'Ours ""Relais et Chateaux""","46.30749306,7.45981604","8,3","9,6",Wallis
2749,"Furkastrasse 16, 3904 Naters, Schweiz", 294 ,3,Hotel,"7,2"," 7,7 ","8,4","7,1","7,8", Schweiz,https://www.booking.com/hotel/ch/cfi-restaurants-touring.de.html,CFI Hotel & Restaurants Touring,"46.32285834,7.98877984","7,5","8,2",Wallis
2750,"Brunnmattgasse 11, 3920 Zermatt, Schweiz", 22 ,4,Hotel,"9,9"," 9,7 ","9,9","9,9","9,7", Schweiz,https://www.booking.com/hotel/ch/beau-site-alpine-chic-rooms.de.html,Beau Site Alpine Chic Rooms,"46.02091902,7.75075648","8,8","9,9",Wallis
2751,"Winkelmattenweg 18, 3920 Zermatt, Schweiz", 151 ,4,Hotel,"9,4"," 9,4 ","9,4","9,5","9,4", Schweiz,https://www.booking.com/hotel/ch/berghof-zermatt.de.html,Hotel Berghof,"46.01463985,7.74337649","9,0","9,7",Wallis
2752,"Rue du Bourg 22, 3960 Sierre, Schweiz", 158 ,3,Hotel,"7,6"," 8,2 ","8,8","7,6","8,9", Schweiz,https://www.booking.com/hotel/ch/de-la-poste-sierre.de.html,Hotel De La Poste Sierre,"46.29338004,7.53473014","7,1","9,1",Wallis
2753,"Plans Mayens, 3963 Crans-Montana, Schweiz", 90 ,5,Hotel,"9,8"," 9,7 ","9,9","9,8","9,7", Schweiz,https://www.booking.com/hotel/ch/lecrans-spa.de.html,LeCrans Hotel & Spa,"46.31515772,7.46242583","9,1","9,9",Wallis
2754,"Neue Kantonsstrasse, 3929 Täsch, Schweiz", 416 ,3,Hotel,"8,1"," 8,5 ","8,4","8,3","8,9", Schweiz,https://www.booking.com/hotel/ch/city-tasch.de.html,Hotel City,"46.06740244,7.77608335","8,2","8,7",Wallis
2755,"Route des Creux 91, 1936 Verbier, Schweiz", 46 ,5,Hotel,"8,5"," 8,8 ","9,6","8,6","9,0", Schweiz,https://www.booking.com/hotel/ch/chalet-d-adrien.de.html,Chalet d'Adrien,"46.10361577,7.22448975","7,8","9,1",Wallis
2756,"Bahnhofstrasse 2, 3900 Brig, Schweiz", 236 ,3,Hotel,"7,5"," 8,3 ","8,9","7,5","9,2", Schweiz,https://www.booking.com/hotel/ch/victoria-brig.de.html,Hotel Victoria,"46.31876086,7.98804224","8,1","8,5",Wallis
2757,"Fiescheralp 3, 3984 Fiesch, Schweiz", 78 ,3,Hotel,"8,7"," 9,1 ","9,4","8,7","9,8", Schweiz,https://www.booking.com/hotel/ch/eggishorn.de.html,Hotel Eggishorn,"46.41224102,8.10257256","8,3","9,4",Wallis
